gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
EIF4E,1.4938451027952654e-6,-0.5632066578371129,0.172,0.26,0.023188957530690904
ATAD3A,1.5287358356319543e-6,-0.590090221324058,0.156,0.242,0.023730566376514828
nbis-2,1.5354808594896696e-6,0.6274937785410177,0.192,0.123,0.02383526938185814
NCOA3,1.6367786415716889e-6,-0.4003025555789108,0.273,0.379,0.025407714853117325
FAM149A,1.641550755096539e-6,0.666000257704684,0.263,0.186,0.025481792371363575
ELMO2,1.6434051224497147e-6,-0.7814878726086212,0.12,0.197,0.025510577715786922
OSBPL8,1.6481956559162444e-6,0.5764214258059206,0.267,0.188,0.02558494116678786
NDUFS1,1.6990058229630143e-6,-0.7733675288603448,0.094,0.167,0.02637366738985487
FAM168A,1.729415656976726e-6,-0.47076881989912955,0.266,0.36,0.026845719243249716
DLG3,1.7577320947487325e-6,-0.5621458984927925,0.218,0.307,0.027285275306784575
LOC116184115,1.821570713862971e-6,0.7240912129582469,0.186,0.119,0.028276242191294897
LOC110470491,1.8251308887035675e-6,0.6143822446020551,0.373,0.298,0.02833150678534548
CCNY,1.8571792265557756e-6,0.4322718903552624,0.53,0.465,0.028828993133825306
CPEB3,1.9384110393054116e-6,0.4583059282449104,0.48,0.41,0.030089954563137903
PREX2,1.981355228693389e-6,-0.7679730661341395,0.095,0.168,0.030756577215007474
MAMLD1,2.0285529719311854e-6,0.8448107997630725,0.158,0.096,0.03148922778328779
ATIC,2.1174255874796544e-6,-0.7863622437843576,0.107,0.181,0.032868797394446675
NRIP1,2.197040978610576e-6,0.7054013926401073,0.185,0.119,0.03410466711097197
KLHDC1,2.2144885445311427e-6,-0.7264253026459278,0.123,0.2,0.03437550567675693
TIAM2,2.2629747395846507e-6,0.7629342740643799,0.221,0.151,0.03512815688257253
CHRM5,2.345115226501729e-6,0.8288148699838063,0.207,0.14,0.03640322366098634
ZNF821,2.3678661009302904e-6,-0.8240142099458669,0.1,0.172,0.036756385484740896
FMR1,2.4770924122464607e-6,-0.4910015813684372,0.205,0.295,0.03845190551530181
SEPTIN11,2.5905205809311434e-6,-0.45439764854850695,0.318,0.407,0.04021265097779414
TRAK2,2.5963235176336786e-6,-0.9073748731064879,0.084,0.152,0.040302729964227596
LOC116183422,2.6167985633448454e-6,-0.6178050200290104,0.189,0.274,0.040620564098802034
LRPPRC,2.67416753283554e-6,-0.5280245166692381,0.189,0.278,0.04151110261220609
CRYBA1,2.725693341654788e-6,-0.4117821467302323,0.24,0.337,0.04231093774250728
LOC110476993,2.7921126339972855e-6,0.5393082527888213,0.439,0.37,0.04334196441753986
NSD1,2.8225422244988303e-6,-0.4067987392159763,0.358,0.453,0.043814322950895344
NEK1,2.848112255319312e-6,-0.6561171209473571,0.134,0.213,0.04421124653932168
CLIP2,3.19674386986612e-6,0.5882178532697677,0.286,0.209,0.04962305509193178
