gene,hvcra,int
CDYL,1.0678720033049829,0.14026616406465098
NSMF,1.3638982206752983,0.5995659929546615
CHORDC1,-1.680111413318311,-1.1844736321864662
ILDR2,-1.5229988135281132,-0.9423123195069619
CHRM5,-1.650442723238701,-0.8216278532548946
PEBP4,-1.9553717793087726,-0.13867382770908732
HCN1,0.6887146577335984,0.41320253821825004
BAIAP2,-1.5140573866872953,-0.9201295493351518
LFNG,1.3034030207795475,0.4720173516857429
MARCHF4,0.8153924019306539,0.3805098410690805
SMPD3,0.7901220392055811,0.23477376140544237
LDLRAD4,1.1532959768382158,-1.0026670949441014
LRRN3,0.9551293371795089,0.25076161026391697
CPE,-1.0467662964641236,0.07750445704585401
CPLX1,-1.0930717505860605,-0.6792943798810982
KLHL13,-1.7587250072813942,-0.04813007759203547
LPL,2.1524125349932994,2.668185273321332
FBXO16,-1.1176936683144545,-0.47207651337929246
KIAA1324L,-1.2303710538185653,-0.09111890877017331
SYNE1,-0.5696186712769583,-0.30887452261553516
FAM189A1,0.7922574583551825,0.4360852638668818
SLC8A1,0.8679490336411833,-0.39871109535663707
LOC116183377,0.630910722949052,0.41669921917455977
USP12,-1.9075265880201042,-1.1051839293974892
CLMN,0.7998127443635193,0.6567503782590483
ZRANB1,0.9408441802697862,0.3525879333399403
PPFIBP1,-2.0763670310387656,0.2620285278240597
PLAT,0.9016640424307181,0.5166754230074053
DAAM1,1.2178324641478664,0.3203354025756082
CAMK4,-0.7495299425102667,-0.16912666862408565
PDE7B,0.5752945546059627,0.6670991587188049
DYRK4,-0.9824629555328117,0.39367219301669515
TMEM163,1.1827638552366233,-0.0977199172703822
NEXMIF,-0.7319235715973516,-0.3040932950309157
LZTS3,-2.141482186128992,-0.8503141238742702
EPB41L3,-0.7749860793897815,-0.2028568082963007
TMEM169,-1.0477737114766617,-0.29381865372801486
SERGEF,0.9213865535781859,0.3963155782297091
TMEM131,1.0042399628696164,0.3924896034522851
RAB3C,-1.2016420253885576,-0.11919144757320677
GMDS,1.023747905170853,0.5728216006586212
NCAM1,-0.8724575604662338,-0.1976130317800201
SNAP91,0.7271296266086456,0.35197406408414755
PLCL2,0.9704978195556483,0.002195985439738646
FSTL4,0.8017020513250296,0.26950083787182577
PDP1,-1.1613152976100467,-0.3056996881251644
LOC116184013,-2.0759427713559875,-0.6239148441564502
AFF2,0.6878398748247848,0.5009797732326117
ZHX3,-2.1164468195083215,0.28612509648876094
HNRNPDL,-1.39787086624335,-0.5140330896300338
CLDND1,2.1628095382472114,2.261151826766663
PCDH11X,-0.8530788039977283,0.8979450773399071
ADCY9,-1.0837755878188382,-0.43973601099701154
TTYH3,0.7053678922082456,0.2126589081212794
DYNC1H1,1.2737318804150364,0.6870104801415173
MGAT5,0.7113783520098281,-0.11350482199658912
LOC110484889,-1.8666633312767897,-1.7072031493045123
LRRTM3,-0.8496731675527154,0.0553312656075341
KCNB2,-1.3128595039871067,-0.3621987987272977
RTN1,0.5443160768880387,0.3251179188022878
LMO7,-1.3455003007711155,-1.3630982635724749
PLPP1,1.1826099066421554,0.41776476627159065
ADCY2,0.5418755365866659,0.6923415568768987
LOC110473608,-0.8189537738163655,0.45383950440370047
CAP2,-1.2522324107109166,-0.28468716088839185
PRELID3B,-1.4133337934935817,-0.43518271992319246
FAM184A,-1.1858747095302404,-0.6836285509629642
AVEN,-1.353044228378592,-0.47084826206676184
SEPTIN8,-1.2326520530359817,-0.5060217485703131
PTN,1.0445092518957004,0.3608589875821725
CAMKK2,-2.0081970056231224,-0.08597002805778997
LCORL,-1.0990219751195962,-0.7379266950986736
SMARCD3,1.0737138271586886,-0.0032845491020274675
MADD,-0.7459366870942014,-0.5422693246489206
CELF5,-1.022327096526489,-0.28302896945336387
MBP,-1.8355488794401518,-0.28029908278230864
LRTM2,-1.9966005175059927,-0.655342725681658
SLCO3A1,0.9188707819286772,0.13330365577979952
LUC7L3,-0.7401738614224093,-0.517247536033572
ARVCF,-1.1696853909496725,-0.4793352464156815
